kinase_i,kinase_j,PairCTS
STYK1,BLK,0.30628039740583435
STYK1,FGR,0.35788926080188666
STYK1,FRK,0.32366420126399176
STYK1,PTK6,0.3460248857417767
STYK1,SRMS,0.31355651916395544
STYK1,PTK2,0.4437259538010849
STYK1,PTK2B,0.33081750286497513
STYK1,JAK1,0.35074588751762514
STYK1,JAK2,0.36734485481547896
STYK1,JAK3,0.3519628084031661
STYK1,TYK2,0.3309128821302584
STYK1,ABL1,0.38316292101642846
STYK1,ABL2,0.32155755777190687
STYK1,ZAP70,0.3265368099422642
STYK1,SYK,0.3862497643511553
STYK1,BTK,0.34494069567673513
STYK1,ITK,0.3285034762835464
STYK1,TEC,0.3532094826327538
STYK1,BMX,0.3230000291373043
STYK1,TXK,0.3538587046733528
STYK1,TNK1,0.3683270993139185
STYK1,TNK2,0.312815076558958
STYK1,CSK,0.3713208652358183
STYK1,MATK,0.303272293829375
STYK1,FER,0.32565988815701846
STYK1,FES,0.34164031718602683
STYK1,LMTK2,0.3649764179918462
STYK1,LMTK3,0.36611399127851585
KIT,PDGFRA,0.30976494733655496
KIT,PDGFRB,0.24347228902323148
KIT,CSF1R,0.25539735131715524
KIT,FLT3,0.2059396951973353
KIT,FLT1,0.22689579449440958
KIT,KDR,0.31434642633836984
KIT,FLT4,0.2238454795691106
KIT,TEK,0.1938032502688296
KIT,TIE1,0.2739839546343339
KIT,FGFR1,0.2810465544361643
KIT,FGFR2,0.3095113749506261
KIT,FGFR3,0.20233745146465165
KIT,FGFR4,0.21638387265970482
KIT,INSR,0.1975152548057645
KIT,IGF1R,0.33172951396117956
KIT,INSRR,0.22003173925802078
KIT,NTRK1,0.23839598438645007
KIT,NTRK2,0.2225722150585756
KIT,NTRK3,0.21681880932328562
KIT,AXL,0.27999905337417835
KIT,MERTK,0.23254372507448895
KIT,TYRO3,0.24203220754914007
KIT,DDR1,0.1952940816563893
KIT,DDR2,0.19855360719592288
KIT,RET,0.22641197590352938
KIT,ROR1,0.1835109168193717
KIT,ROR2,0.18402323871840232
KIT,MUSK,0.15983210619117905
KIT,AATK,0.43165788009481515
KIT,EPHA1,0.4046915473053558
KIT,EPHA2,0.4278991984644417
KIT,EPHA3,0.4442692229430641
KIT,EPHA4,0.40338200129120566
KIT,EPHA5,0.4678191131870152
KIT,EPHA6,0.38584648009462774
KIT,EPHA7,0.4049633446799277
KIT,EPHA8,0.42484472990986993
KIT,EPHA10,0.39032605842122553
KIT,EPHB1,0.4232233006418732
KIT,EPHB2,0.40995101858579625
KIT,EPHB3,0.4103189017209083
KIT,EPHB4,0.39879692836283337
KIT,EPHB6,0.38979917166157607
KIT,ROS1,0.43507941862379096
KIT,RYK,0.4149866578120237
KIT,PTK7,0.3979097239600716
KIT,SRC,0.4600791107346887
KIT,YES1,0.4434947997678624
KIT,FYN,0.4459400292907934
KIT,LYN,0.4352574728183056
KIT,LCK,0.42246324304779825
KIT,HCK,0.42287215057563976
KIT,BLK,0.36707276993424015
KIT,FGR,0.4186816333302924
KIT,FRK,0.38445657379239756
KIT,PTK6,0.4068172582701825
KIT,SRMS,0.37434889169236124
KIT,PTK2,0.5045183263294907
KIT,PTK2B,0.3916098753933809
KIT,JAK1,0.4115382600460309
KIT,JAK2,0.4281372273438847
KIT,JAK3,0.4127551809315719
KIT,TYK2,0.3917052546586641
KIT,ABL1,0.4439552935448342
KIT,ABL2,0.3823499303003126
KIT,ZAP70,0.38732918247066994
KIT,SYK,0.44704213687956107
KIT,BTK,0.4057330682051409
KIT,ITK,0.38929584881195217
KIT,TEC,0.41400185516115956
KIT,BMX,0.38379240166571005
KIT,TXK,0.41465107720175853
KIT,TNK1,0.42911947184232424
KIT,TNK2,0.37360744908736376
KIT,CSK,0.4321132377642241
KIT,MATK,0.3640646663577808
KIT,FER,0.38645226068542426
KIT,FES,0.4024326897144326
KIT,LMTK2,0.42576879052025196
KIT,LMTK3,0.4269063638069216
PDGFRA,PDGFRB,0.37034394846733915
PDGFRA,CSF1R,0.2411690107612629
PDGFRA,FLT3,0.27931135464144297
PDGFRA,FLT1,0.30046745393851726
PDGFRA,KDR,0.2994180857824775
PDGFRA,FLT4,0.2518171390132182
PDGFRA,TEK,0.22177490971293728
PDGFRA,TIE1,0.25165561407844156
PDGFRA,FGFR1,0.38051821388027196
PDGFRA,FGFR2,0.33748303439473376
PDGFRA,FGFR3,0.23030911090875933
PDGFRA,FGFR4,0.2443555321038125
PDGFRA,INSR,0.22548691424987216
PDGFRA,IGF1R,0.35740117340528715
PDGFRA,INSRR,0.24800339870212845
PDGFRA,NTRK1,0.2663676438305577
PDGFRA,NTRK2,0.3013438745026833
PDGFRA,NTRK3,0.2447904687673933
PDGFRA,AXL,0.25797071281828604
PDGFRA,MERTK,0.26051538451859657
PDGFRA,TYRO3,0.27000386699324774
PDGFRA,DDR1,0.22326574110049696
PDGFRA,DDR2,0.2720252666400305
PDGFRA,RET,0.254383635347637
PDGFRA,ROR1,0.21148257626347935
PDGFRA,ROR2,0.21199489816250996
PDGFRA,MUSK,0.1878037656352867
PDGFRA,AATK,0.4596295395389228
PDGFRA,EPHA1,0.43266320674946346
PDGFRA,EPHA2,0.5004708579085494
PDGFRA,EPHA3,0.4722408823871717
PDGFRA,EPHA4,0.43135366073531334
PDGFRA,EPHA5,0.49579077263112287
PDGFRA,EPHA6,0.41381813953873536
PDGFRA,EPHA7,0.43293500412403535
PDGFRA,EPHA8,0.4528163893539776
PDGFRA,EPHA10,0.4182977178653332
PDGFRA,EPHB1,0.45119496008598087
PDGFRA,EPHB2,0.4379226780299039
PDGFRA,EPHB3,0.43829056116501597
PDGFRA,EPHB4,0.42676858780694105
PDGFRA,EPHB6,0.4177708311056837
PDGFRA,ROS1,0.46305107806789864
PDGFRA,RYK,0.4429583172561314
PDGFRA,PTK7,0.4258813834041793
PDGFRA,SRC,0.4880507701787964
PDGFRA,YES1,0.47146645921197
PDGFRA,FYN,0.4739116887349011
PDGFRA,LYN,0.4632291322624133
PDGFRA,LCK,0.4504349024919059
PDGFRA,HCK,0.4508438100197474
PDGFRA,BLK,0.39504442937834783
PDGFRA,FGR,0.4466532927744
PDGFRA,FRK,0.41242823323650524
PDGFRA,PTK6,0.4347889177142902
PDGFRA,SRMS,0.4023205511364689
PDGFRA,PTK2,0.5324899857735983
PDGFRA,PTK2B,0.41958153483748856
PDGFRA,JAK1,0.43950991949013857
PDGFRA,JAK2,0.4561088867879924
PDGFRA,JAK3,0.44072684037567955
PDGFRA,TYK2,0.41967691410277175
PDGFRA,ABL1,0.4719269529889419
PDGFRA,ABL2,0.4103215897444203
PDGFRA,ZAP70,0.4153008419147776
PDGFRA,SYK,0.47501379632366875
PDGFRA,BTK,0.4337047276492485
PDGFRA,ITK,0.41726750825605985
PDGFRA,TEC,0.44197351460526724
PDGFRA,BMX,0.4117640611098177
PDGFRA,TXK,0.4426227366458662
PDGFRA,TNK1,0.4570911312864319
PDGFRA,TNK2,0.40157910853147144
PDGFRA,CSK,0.4600848972083318
PDGFRA,MATK,0.3920363258018884
PDGFRA,FER,0.4144239201295319
PDGFRA,FES,0.43040434915854026
PDGFRA,LMTK2,0.45374044996435964
PDGFRA,LMTK3,0.4548780232510293
PDGFRB,CSF1R,0.27607635244793943
PDGFRB,FLT3,0.21251869632811946
PDGFRB,FLT1,0.28847479562519374
PDGFRB,KDR,0.37662542746915406
PDGFRB,FLT4,0.23042448069989477
PDGFRB,TEK,0.2459822513996138
PDGFRB,TIE1,0.23026295576511807
PDGFRB,FGFR1,0.3525255555669485
PDGFRB,FGFR2,0.31369037608141026
PDGFRB,FGFR3,0.20891645259543584
PDGFRB,FGFR4,0.222962873790489
PDGFRB,INSR,0.20409425593654867
PDGFRB,IGF1R,0.3433085150919637
PDGFRB,INSRR,0.22661074038880497
PDGFRB,NTRK1,0.24497498551723423
PDGFRB,NTRK2,0.2791512161893598
PDGFRB,NTRK3,0.2233978104540698
PDGFRB,AXL,0.29477805450496253
PDGFRB,MERTK,0.2391227262052731
PDGFRB,TYRO3,0.24861120867992426
PDGFRB,DDR1,0.20187308278717347
PDGFRB,DDR2,0.26493260832670706
PDGFRB,RET,0.23299097703431354
PDGFRB,ROR1,0.19008991795015587
PDGFRB,ROR2,0.19060223984918648
PDGFRB,MUSK,0.1664111073219632
PDGFRB,AATK,0.43823688122559934
PDGFRB,EPHA1,0.41127054843613997
PDGFRB,EPHA2,0.4344781995952259
PDGFRB,EPHA3,0.4508482240738482
PDGFRB,EPHA4,0.40996100242198985
PDGFRB,EPHA5,0.4743981143177994
PDGFRB,EPHA6,0.3924254812254119
PDGFRB,EPHA7,0.41154234581071186
PDGFRB,EPHA8,0.4314237310406541
PDGFRB,EPHA10,0.3969050595520097
PDGFRB,EPHB1,0.4298023017726574
PDGFRB,EPHB2,0.41653001971658044
PDGFRB,EPHB3,0.4168979028516925
PDGFRB,EPHB4,0.40537592949361756
PDGFRB,EPHB6,0.3963781727923602
PDGFRB,ROS1,0.44165841975457515
PDGFRB,RYK,0.4215656589428079
PDGFRB,PTK7,0.4044887250908558
PDGFRB,SRC,0.4666581118654729
PDGFRB,YES1,0.4500738008986465
PDGFRB,FYN,0.4525190304215776
PDGFRB,LYN,0.44183647394908976
PDGFRB,LCK,0.4290422441785824
PDGFRB,HCK,0.4294511517064239
PDGFRB,BLK,0.37365177106502434
PDGFRB,FGR,0.42526063446107654
PDGFRB,FRK,0.39103557492318175
PDGFRB,PTK6,0.4133962594009667
PDGFRB,SRMS,0.38092789282314543
PDGFRB,PTK2,0.5110973274602748
PDGFRB,PTK2B,0.39818887652416507
PDGFRB,JAK1,0.4181172611768151
PDGFRB,JAK2,0.4347162284746689
PDGFRB,JAK3,0.41933418206235606
PDGFRB,TYK2,0.39828425578944826
PDGFRB,ABL1,0.4505342946756184
PDGFRB,ABL2,0.3889289314310968
PDGFRB,ZAP70,0.39390818360145413
PDGFRB,SYK,0.45362113801034526
PDGFRB,BTK,0.412312069335925
PDGFRB,ITK,0.39587484994273636
PDGFRB,TEC,0.42058085629194375
PDGFRB,BMX,0.39037140279649424
PDGFRB,TXK,0.4212300783325427
PDGFRB,TNK1,0.4356984729731084
PDGFRB,TNK2,0.38018645021814795
PDGFRB,CSK,0.4386922388950083
PDGFRB,MATK,0.3706436674885649
PDGFRB,FER,0.3930312618162084
PDGFRB,FES,0.40901169084521677
PDGFRB,LMTK2,0.43234779165103615
PDGFRB,LMTK3,0.4334853649377058
CSF1R,FLT3,0.2353437586220432
CSF1R,FLT1,0.2579998579191175
CSF1R,KDR,0.3028504897630778
CSF1R,FLT4,0.2001495429938185
CSF1R,TEK,0.17010731369353754
CSF1R,TIE1,0.25368801805904184
CSF1R,FGFR1,0.30545061786087224
CSF1R,FGFR2,0.281915438375334
CSF1R,FGFR3,0.1786415148893596
CSF1R,FGFR4,0.19268793608441276
CSF1R,INSR,0.17381931823047242
CSF1R,IGF1R,0.2517335773858874
CSF1R,INSRR,0.1963358026827287
CSF1R,NTRK1,0.26780004781115796
CSF1R,NTRK2,0.19887627848328354
CSF1R,NTRK3,0.19312287274799356
CSF1R,AXL,0.2063031167988863
CSF1R,MERTK,0.20884778849919686
CSF1R,TYRO3,0.218336270973848
CSF1R,DDR1,0.17159814508109722
CSF1R,DDR2,0.1748576706206308
CSF1R,RET,0.20271603932823729
CSF1R,ROR1,0.1598149802440796
CSF1R,ROR2,0.16032730214311022
CSF1R,MUSK,0.13613616961588695
CSF1R,AATK,0.4079619435195231
CSF1R,EPHA1,0.3809956107300637
CSF1R,EPHA2,0.4042032618891496
CSF1R,EPHA3,0.420573286367772
CSF1R,EPHA4,0.3796860647159136
CSF1R,EPHA5,0.44412317661172307
CSF1R,EPHA6,0.3621505435193356
CSF1R,EPHA7,0.3812674081046356
CSF1R,EPHA8,0.40114879333457787
CSF1R,EPHA10,0.36663012184593347
CSF1R,EPHB1,0.3995273640665811
CSF1R,EPHB2,0.3862550820105042
CSF1R,EPHB3,0.3866229651456162
CSF1R,EPHB4,0.3751009917875413
CSF1R,EPHB6,0.36610323508628395
CSF1R,ROS1,0.4113834820484989
CSF1R,RYK,0.39129072123673164
CSF1R,PTK7,0.37421378738477956
CSF1R,SRC,0.43638317415939665
CSF1R,YES1,0.4197988631925703
CSF1R,FYN,0.42224409271550134
CSF1R,LYN,0.4115615362430135
CSF1R,LCK,0.39876730647250613
CSF1R,HCK,0.39917621400034764
CSF1R,BLK,0.3433768333589481
CSF1R,FGR,0.3949856967550003
CSF1R,FRK,0.3607606372171055
CSF1R,PTK6,0.38312132169489044
CSF1R,SRMS,0.3506529551170692
CSF1R,PTK2,0.4808223897541986
CSF1R,PTK2B,0.3679139388180888
CSF1R,JAK1,0.3878423234707388
CSF1R,JAK2,0.40444129076859264
CSF1R,JAK3,0.3890592443562798
CSF1R,TYK2,0.368009318083372
CSF1R,ABL1,0.4202593569695421
CSF1R,ABL2,0.35865399372502055
CSF1R,ZAP70,0.3636332458953779
CSF1R,SYK,0.423346200304269
CSF1R,BTK,0.38203713162984876
CSF1R,ITK,0.3655999122366601
CSF1R,TEC,0.3903059185858675
CSF1R,BMX,0.360096465090418
CSF1R,TXK,0.39095514062646647
CSF1R,TNK1,0.4054235352670321
CSF1R,TNK2,0.3499115125120717
CSF1R,CSK,0.40841730118893205
CSF1R,MATK,0.34036872978248867
CSF1R,FER,0.36275632411013214
CSF1R,FES,0.3787367531391405
CSF1R,LMTK2,0.4020728539449599
CSF1R,LMTK3,0.40321042723162953
FLT3,FLT1,0.24784220179929756
FLT3,KDR,0.24049283364325783
FLT3,FLT4,0.19289188687399855
FLT3,TEK,0.16284965757371758
FLT3,TIE1,0.19273036193922183
FLT3,FGFR1,0.2500929617410522
FLT3,FGFR2,0.22565778225551406
FLT3,FGFR3,0.1713838587695396
FLT3,FGFR4,0.18543027996459277
FLT3,INSR,0.1665616621106525
FLT3,IGF1R,0.2946759212660675
FLT3,INSRR,0.18907814656290872
FLT3,NTRK1,0.2621423916913381
FLT3,NTRK2,0.19161862236346355
FLT3,NTRK3,0.1858652166281736
FLT3,AXL,0.1990454606790663
FLT3,MERTK,0.2015901323793769
FLT3,TYRO3,0.211078614854028
FLT3,DDR1,0.1643404889612773
FLT3,DDR2,0.16760001450081086
FLT3,RET,0.19545838320841735
FLT3,ROR1,0.15255732412425965
FLT3,ROR2,0.15306964602329026
FLT3,MUSK,0.128878513496067
FLT3,AATK,0.4007042873997031
FLT3,EPHA1,0.37373795461024373
FLT3,EPHA2,0.3969456057693297
FLT3,EPHA3,0.41331563024795204
FLT3,EPHA4,0.3724284085960936
FLT3,EPHA5,0.43686552049190314
FLT3,EPHA6,0.3548928873995157
FLT3,EPHA7,0.3740097519848157
FLT3,EPHA8,0.3938911372147579
FLT3,EPHA10,0.3593724657261135
FLT3,EPHB1,0.3922697079467612
FLT3,EPHB2,0.3789974258906842
FLT3,EPHB3,0.37936530902579624
FLT3,EPHB4,0.3678433356677213
FLT3,EPHB6,0.358845578966464
FLT3,ROS1,0.40412582592867896
FLT3,RYK,0.3840330651169117
FLT3,PTK7,0.3669561312649596
FLT3,SRC,0.42912551803957666
FLT3,YES1,0.4125412070727503
FLT3,FYN,0.41498643659568135
FLT3,LYN,0.40430388012319357
FLT3,LCK,0.3915096503526862
FLT3,HCK,0.3919185578805277
FLT3,BLK,0.3361191772391281
FLT3,FGR,0.38772804063518035
FLT3,FRK,0.3535029810972855
FLT3,PTK6,0.37586366557507045
FLT3,SRMS,0.3433952989972492
FLT3,PTK2,0.4735647336343786
FLT3,PTK2B,0.3606562826982689
FLT3,JAK1,0.3805846673509189
FLT3,JAK2,0.3971836346487727
FLT3,JAK3,0.3818015882364598
FLT3,TYK2,0.3607516619635521
FLT3,ABL1,0.41300170084972215
FLT3,ABL2,0.3513963376052006
FLT3,ZAP70,0.35637558977555794
FLT3,SYK,0.41608854418444907
FLT3,BTK,0.3747794755100288
FLT3,ITK,0.3583422561168401
FLT3,TEC,0.3830482624660475
FLT3,BMX,0.352838808970598
FLT3,TXK,0.38369748450664654
FLT3,TNK1,0.3981658791472122
FLT3,TNK2,0.34265385639225177
FLT3,CSK,0.40115964506911206
FLT3,MATK,0.33311107366266873
FLT3,FER,0.3554986679903122
FLT3,FES,0.3714790970193206
FLT3,LMTK2,0.3948151978251399
FLT3,LMTK3,0.39595277111180954
FLT1,KDR,0.3608489329403321
FLT1,FLT4,0.3058479861710729
FLT1,TEK,0.23340575687079188
FLT1,TIE1,0.25858646123629614
FLT1,FGFR1,0.32654906103812653
FLT1,FGFR2,0.28971388155258837
FLT1,FGFR3,0.19233995806661391
FLT1,FGFR4,0.2539863792616671
FLT1,INSR,0.18751776140772677
FLT1,IGF1R,0.3073320205631418
FLT1,INSRR,0.21003424585998304
FLT1,NTRK1,0.22839849098841233
FLT1,NTRK2,0.21257472166053787
FLT1,NTRK3,0.20682131592524788
FLT1,AXL,0.22000155997614063
FLT1,MERTK,0.2225462316764512
FLT1,TYRO3,0.23203471415110233
FLT1,DDR1,0.18529658825835157
FLT1,DDR2,0.18855611379788514
FLT1,RET,0.21641448250549164
FLT1,ROR1,0.17351342342133397
FLT1,ROR2,0.17402574532036458
FLT1,MUSK,0.1498346127931413
FLT1,AATK,0.4216603866967774
FLT1,EPHA1,0.39469405390731804
FLT1,EPHA2,0.417901705066404
FLT1,EPHA3,0.43427172954502635
FLT1,EPHA4,0.3933845078931679
FLT1,EPHA5,0.45782161978897745
FLT1,EPHA6,0.37584898669659
FLT1,EPHA7,0.39496585128188993
FLT1,EPHA8,0.4148472365118322
FLT1,EPHA10,0.3803285650231878
FLT1,EPHB1,0.4132258072438355
FLT1,EPHB2,0.3999535251877585
FLT1,EPHB3,0.40032140832287055
FLT1,EPHB4,0.38879943496479563
FLT1,EPHB6,0.37980167826353833
FLT1,ROS1,0.4250819252257533
FLT1,RYK,0.40498916441398597
FLT1,PTK7,0.3879122305620339
FLT1,SRC,0.450081617336651
FLT1,YES1,0.43349730636982464
FLT1,FYN,0.43594253589275567
FLT1,LYN,0.4252599794202679
FLT1,LCK,0.41246574964976046
FLT1,HCK,0.41287465717760197
FLT1,BLK,0.3570752765362024
FLT1,FGR,0.40868413993225466
FLT1,FRK,0.3744590803943598
FLT1,PTK6,0.39681976487214476
FLT1,SRMS,0.3643513982943235
FLT1,PTK2,0.49452083293145294
FLT1,PTK2B,0.3816123819953432
FLT1,JAK1,0.4015407666479932
FLT1,JAK2,0.418139733945847
FLT1,JAK3,0.40275768753353414
FLT1,TYK2,0.3817077612606264
FLT1,ABL1,0.43395780014679647
FLT1,ABL2,0.37235243690227493
FLT1,ZAP70,0.3773316890726322
FLT1,SYK,0.43704464348152333
FLT1,BTK,0.39573557480710314
FLT1,ITK,0.37929835541391443
FLT1,TEC,0.4040043617631218
FLT1,BMX,0.3737949082676723
FLT1,TXK,0.40465358380372085
FLT1,TNK1,0.4191219784442865
FLT1,TNK2,0.3636099556893261
FLT1,CSK,0.4221157443661864
FLT1,MATK,0.354067172959743
FLT1,FER,0.37645476728738647
FLT1,FES,0.3924351963163949
FLT1,LMTK2,0.4157712971222142
FLT1,LMTK3,0.41690887040888386
KDR,FLT4,0.35779861801503315
KDR,TEK,0.3027563887147522
KDR,TIE1,0.3249370930802564
KDR,FGFR1,0.3836996928820868
KDR,FGFR2,0.3422645133965486
KDR,FGFR3,0.2368905899105742
KDR,FGFR4,0.2509370111056274
KDR,INSR,0.23206839325168704
KDR,IGF1R,0.3651826524071021
KDR,INSRR,0.25458487770394334
KDR,NTRK1,0.2729491228323726
KDR,NTRK2,0.25712535350449817
KDR,NTRK3,0.2513719477692082
KDR,AXL,0.3286521918201009
KDR,MERTK,0.2670968635204115
KDR,TYRO3,0.2765853459950626
KDR,DDR1,0.27154722010231186
KDR,DDR2,0.23310674564184541
KDR,RET,0.2609651143494519
KDR,ROR1,0.21806405526529424
KDR,ROR2,0.21857637716432485
KDR,MUSK,0.19438524463710158
KDR,AATK,0.4662110185407377
KDR,EPHA1,0.43924468575127834
KDR,EPHA2,0.46245233691036425
KDR,EPHA3,0.5380223613889866
KDR,EPHA4,0.43793513973712817
KDR,EPHA5,0.5023722516329376
KDR,EPHA6,0.4203996185405503
KDR,EPHA7,0.43951648312585023
KDR,EPHA8,0.4593978683557925
KDR,EPHA10,0.42487919686714803
KDR,EPHB1,0.45777643908779575
KDR,EPHB2,0.4445041570317188
KDR,EPHB3,0.44487204016683085
KDR,EPHB4,0.43335006680875593
KDR,EPHB6,0.42435231010749863
KDR,ROS1,0.4696325570697135
KDR,RYK,0.44953979625794627
KDR,PTK7,0.4324628624059942
KDR,SRC,0.49463224918061127
KDR,YES1,0.47804793821378494
KDR,FYN,0.48049316773671596
KDR,LYN,0.46981061126422813
KDR,LCK,0.45701638149372076
KDR,HCK,0.45742528902156226
KDR,BLK,0.40162590838016266
KDR,FGR,0.4532347717762149
KDR,FRK,0.4190097122383201
KDR,PTK6,0.441370396716105
KDR,SRMS,0.40890203013828375
KDR,PTK2,0.5390714647754132
KDR,PTK2B,0.42616301383930344
KDR,JAK1,0.44609139849195345
KDR,JAK2,0.46269036578980727
KDR,JAK3,0.44730831937749443
KDR,TYK2,0.4262583931045867
KDR,ABL1,0.4785084319907567
KDR,ABL2,0.4169030687462352
KDR,ZAP70,0.4218823209165925
KDR,SYK,0.48159527532548363
KDR,BTK,0.44028620665106344
KDR,ITK,0.42384898725787473
KDR,TEC,0.4485549936070821
KDR,BMX,0.4183455401116326
KDR,TXK,0.4492042156476811
KDR,TNK1,0.46367261028824674
KDR,TNK2,0.4081605875332863
KDR,CSK,0.46666637621014667
KDR,MATK,0.3986178048037033
KDR,FER,0.42100539913134677
KDR,FES,0.43698582816035514
KDR,LMTK2,0.4603219289661745
KDR,LMTK3,0.46145950225284416
FLT4,TEK,0.1807554419454929
FLT4,TIE1,0.2506361463109972
FLT4,FGFR1,0.32089874611282754
FLT4,FGFR2,0.2926635666272894
FLT4,FGFR3,0.1892896431413149
FLT4,FGFR4,0.20333606433636808
FLT4,INSR,0.1844674464824278
FLT4,IGF1R,0.3171817056378428
FLT4,INSRR,0.20698393093468404
FLT4,NTRK1,0.22534817606311336
FLT4,NTRK2,0.20952440673523887
FLT4,NTRK3,0.2037710009999489
FLT4,AXL,0.21695124505084162
FLT4,MERTK,0.2194959167511522
FLT4,TYRO3,0.22898439922580333
FLT4,DDR1,0.1822462733330526
FLT4,DDR2,0.18550579887258617
FLT4,RET,0.21336416758019267
FLT4,ROR1,0.17046310849603497
FLT4,ROR2,0.17097543039506558
FLT4,MUSK,0.1467842978678423
FLT4,AATK,0.4186100717714784
FLT4,EPHA1,0.39164373898201904
FLT4,EPHA2,0.414851390141105
FLT4,EPHA3,0.43122141461972735
FLT4,EPHA4,0.3903341929678689
FLT4,EPHA5,0.45477130486367845
FLT4,EPHA6,0.372798671771291
FLT4,EPHA7,0.39191553635659093
FLT4,EPHA8,0.4117969215865332
FLT4,EPHA10,0.3772782500978888
FLT4,EPHB1,0.4101754923185365
FLT4,EPHB2,0.3969032102624595
FLT4,EPHB3,0.3972710933975716
FLT4,EPHB4,0.38574912003949663
FLT4,EPHB6,0.37675136333823933
FLT4,ROS1,0.4220316103004543
FLT4,RYK,0.40193884948868697
FLT4,PTK7,0.3848619156367349
FLT4,SRC,0.447031302411352
FLT4,YES1,0.43044699144452564
FLT4,FYN,0.4328922209674567
FLT4,LYN,0.4222096644949689
FLT4,LCK,0.4094154347244615
FLT4,HCK,0.409824342252303
FLT4,BLK,0.3540249616109034
FLT4,FGR,0.40563382500695566
FLT4,FRK,0.3714087654690608
FLT4,PTK6,0.39376944994684576
FLT4,SRMS,0.3613010833690245
FLT4,PTK2,0.491470518006154
FLT4,PTK2B,0.3785620670700442
FLT4,JAK1,0.3984904517226942
FLT4,JAK2,0.415089419020548
FLT4,JAK3,0.3997073726082352
FLT4,TYK2,0.3786574463353274
FLT4,ABL1,0.43090748522149747
FLT4,ABL2,0.36930212197697593
FLT4,ZAP70,0.3742813741473332
FLT4,SYK,0.43399432855622433
FLT4,BTK,0.39268525988180414
FLT4,ITK,0.3762480404886155
FLT4,TEC,0.4009540468378229
FLT4,BMX,0.3707445933423733
FLT4,TXK,0.40160326887842185
FLT4,TNK1,0.4160716635189875
FLT4,TNK2,0.360559640764027
FLT4,CSK,0.41906542944088737
FLT4,MATK,0.35101685803444405
FLT4,FER,0.3734044523620875
FLT4,FES,0.3893848813910959
FLT4,LMTK2,0.4127209821969152
FLT4,LMTK3,0.41385855548358486
TEK,TIE1,0.2632939170107162
TEK,FGFR1,0.29665651681254657
TEK,FGFR2,0.2135213373270084
TEK,FGFR3,0.15924741384103397
TEK,FGFR4,0.17329383503608714
TEK,INSR,0.1544252171821468
TEK,IGF1R,0.23233947633756183
TEK,INSRR,0.1769417016344031
TEK,NTRK1,0.19530594676283236
TEK,NTRK2,0.17948217743495792
TEK,NTRK3,0.17372877169966794
TEK,AXL,0.18690901575056068
TEK,MERTK,0.18945368745087124
TEK,TYRO3,0.19894216992552238
TEK,DDR1,0.1522040440327716
TEK,DDR2,0.15546356957230517
TEK,RET,0.18332193827991167
TEK,ROR1,0.140420879195754
TEK,ROR2,0.1409332010947846
TEK,MUSK,0.11674206856756134
TEK,AATK,0.38856784247119747
TEK,EPHA1,0.3616015096817381
TEK,EPHA2,0.384809160840824
TEK,EPHA3,0.4011791853194464
TEK,EPHA4,0.360291963667588
TEK,EPHA5,0.42472907556339745
TEK,EPHA6,0.34275644247101
TEK,EPHA7,0.36187330705631
TEK,EPHA8,0.38175469228625225
TEK,EPHA10,0.34723602079760785
TEK,EPHB1,0.3801332630182555
TEK,EPHB2,0.36686098096217856
TEK,EPHB3,0.3672288640972906
TEK,EPHB4,0.3557068907392157
TEK,EPHB6,0.34670913403795833
TEK,ROS1,0.3919893810001733
TEK,RYK,0.371896620188406
TEK,PTK7,0.35481968633645394
TEK,SRC,0.41698907311107103
TEK,YES1,0.4004047621442447
TEK,FYN,0.4028499916671757
TEK,LYN,0.3921674351946879
TEK,LCK,0.3793732054241805
TEK,HCK,0.379782112952022
TEK,BLK,0.32398273231062247
TEK,FGR,0.37559159570667466
TEK,FRK,0.3413665361687799
TEK,PTK6,0.3637272206465648
TEK,SRMS,0.33125885406874356
TEK,PTK2,0.461428288705873
TEK,PTK2B,0.3485198377697632
TEK,JAK1,0.3684482224224132
TEK,JAK2,0.385047189720267
TEK,JAK3,0.3696651433079542
TEK,TYK2,0.3486152170350464
TEK,ABL1,0.40086525592121647
TEK,ABL2,0.33925989267669493
TEK,ZAP70,0.34423914484705226
TEK,SYK,0.4039520992559434
TEK,BTK,0.36264303058152314
TEK,ITK,0.3462058111883345
TEK,TEC,0.3709118175375419
TEK,BMX,0.34070236404209236
TEK,TXK,0.37156103957814085
TEK,TNK1,0.3860294342187065
TEK,TNK2,0.3305174114637461
TEK,CSK,0.38902320014060643
TEK,MATK,0.32097462873416305
TEK,FER,0.3433622230618065
TEK,FES,0.3593426520908149
TEK,LMTK2,0.3826787528966343
TEK,LMTK3,0.3838163261833039
TIE1,FGFR1,0.2678372211780508
TIE1,FGFR2,0.24340204169251267
TIE1,FGFR3,0.18912811820653821
TIE1,FGFR4,0.2031745394015914
TIE1,INSR,0.18430592154765107
TIE1,IGF1R,0.2622201807030661
TIE1,INSRR,0.20682240599990734
TIE1,NTRK1,0.22518665112833663
TIE1,NTRK2,0.20936288180046217
TIE1,NTRK3,0.2036094760651722
TIE1,AXL,0.21678972011606493
TIE1,MERTK,0.21933439181637548
TIE1,TYRO3,0.22882287429102663
TIE1,DDR1,0.18208474839827588
TIE1,DDR2,0.18534427393780945
TIE1,RET,0.21320264264541594
TIE1,ROR1,0.17030158356125824
