kinase_i,kinase_j,PairCTS
ALK,DDR2,0.20461851421415317
ALK,RET,0.30107688292175966
ALK,ROR1,0.18957582383760196
ALK,ROR2,0.19008814573663257
ALK,MUSK,0.1658970132094093
ALK,AATK,0.4377227871130454
ALK,EPHA1,0.41075645432358604
ALK,EPHA2,0.433964105482672
ALK,EPHA3,0.45033412996129435
ALK,EPHA4,0.4094469083094359
ALK,EPHA5,0.47388402020524545
ALK,EPHA6,0.391911387112858
ALK,EPHA7,0.41102825169815793
ALK,EPHA8,0.4309096369281002
ALK,EPHA10,0.3963909654394558
ALK,EPHB1,0.4292882076601035
ALK,EPHB2,0.4160159256040265
ALK,EPHB3,0.4163838087391386
ALK,EPHB4,0.40486183538106363
ALK,EPHB6,0.39586407867980633
ALK,ROS1,0.4411443256420213
ALK,RYK,0.42105156483025397
ALK,PTK7,0.4039746309783019
ALK,SRC,0.46614401775291897
ALK,YES1,0.44955970678609264
ALK,FYN,0.45200493630902366
ALK,LYN,0.4413223798365359
ALK,LCK,0.4285281500660285
ALK,HCK,0.42893705759387
ALK,BLK,0.3731376769524704
ALK,FGR,0.42474654034852266
ALK,FRK,0.3905214808106278
ALK,PTK6,0.41288216528841276
ALK,SRMS,0.3804137987105915
ALK,PTK2,0.5105832333477209
ALK,PTK2B,0.3976747824116112
ALK,JAK1,0.4176031670642612
ALK,JAK2,0.434202134362115
ALK,JAK3,0.4188200879498022
ALK,TYK2,0.3977701616768944
ALK,ABL1,0.45002020056306447
ALK,ABL2,0.3884148373185429
ALK,ZAP70,0.3933940894889002
ALK,SYK,0.4531070438977914
ALK,BTK,0.41179797522337114
ALK,ITK,0.3953607558301825
ALK,TEC,0.4200667621793899
ALK,BMX,0.3898573086839403
ALK,TXK,0.42071598421998885
ALK,TNK1,0.4351843788605545
ALK,TNK2,0.379672356105594
ALK,CSK,0.43817814478245437
ALK,MATK,0.37012957337601105
ALK,FER,0.3925171677036545
ALK,FES,0.4084975967326629
ALK,LMTK2,0.4318336975384822
ALK,LMTK3,0.43297127082515185
LTK,STYK1,0.12042627528022595
LTK,KIT,0.18121864780863173
LTK,PDGFRA,0.2091903072527394
LTK,PDGFRB,0.18779764893941592
LTK,CSF1R,0.15752271123333966
LTK,FLT3,0.15026505511351967
LTK,FLT1,0.171221154410594
LTK,KDR,0.2157717862545543
LTK,FLT4,0.168170839485295
LTK,TEK,0.13812861018501404
LTK,TIE1,0.1680093145505183
LTK,FGFR1,0.22537191435234866
LTK,FGFR2,0.20093673486681052
LTK,FGFR3,0.14666281138083606
LTK,FGFR4,0.16070923257588923
LTK,INSR,0.14184061472194892
LTK,IGF1R,0.21975487387736392
LTK,INSRR,0.16435709917420518
LTK,NTRK1,0.18272134430263448
LTK,NTRK2,0.16689757497476002
LTK,NTRK3,0.16114416923947006
LTK,AXL,0.21742441329036277
LTK,MERTK,0.17686908499067333
LTK,TYRO3,0.18635756746532448
LTK,DDR1,0.13961944157257372
LTK,DDR2,0.1428789671121073
LTK,RET,0.1707373358197138
LTK,ROR1,0.1278362767355561
LTK,ROR2,0.1283485986345867
LTK,MUSK,0.10415746610736344
LTK,AATK,0.3759832400109996
LTK,EPHA1,0.3490169072215402
LTK,EPHA2,0.3722245583806261
LTK,EPHA3,0.38859458285924847
LTK,EPHA4,0.34770736120739004
LTK,EPHA5,0.41214447310319957
LTK,EPHA6,0.3301718400108121
LTK,EPHA7,0.3492887045961121
LTK,EPHA8,0.36917008982605437
LTK,EPHA10,0.3346514183374099
LTK,EPHB1,0.3675486605580576
LTK,EPHB2,0.3542763785019807
LTK,EPHB3,0.35464426163709273
LTK,EPHB4,0.3431222882790178
LTK,EPHB6,0.33412453157776045
LTK,ROS1,0.3794047785399754
LTK,RYK,0.35931201772820814
LTK,PTK7,0.342235083876256
LTK,SRC,0.40440447065087315
LTK,YES1,0.38782015968404676
LTK,FYN,0.39026538920697784
LTK,LYN,0.37958283273449
LTK,LCK,0.36678860296398264
LTK,HCK,0.36719751049182414
LTK,BLK,0.31139812985042453
LTK,FGR,0.3630069932464768
LTK,FRK,0.328781933708582
LTK,PTK6,0.3511426181863669
LTK,SRMS,0.3186742516085456
LTK,PTK2,0.4488436862456751
LTK,PTK2B,0.3359352353095653
LTK,JAK1,0.3558636199622153
LTK,JAK2,0.37246258726006914
LTK,JAK3,0.3570805408477563
LTK,TYK2,0.3360306145748485
LTK,ABL1,0.3882806534610186
LTK,ABL2,0.32667529021649705
LTK,ZAP70,0.3316545423868544
LTK,SYK,0.3913674967957455
LTK,BTK,0.35005842812132526
LTK,ITK,0.3336212087281366
LTK,TEC,0.358327215077344
LTK,BMX,0.32811776158189443
LTK,TXK,0.35897643711794297
LTK,TNK1,0.3734448317585086
LTK,TNK2,0.3179328090035482
LTK,CSK,0.37643859768040855
LTK,MATK,0.30839002627396517
LTK,FER,0.33077762060160865
LTK,FES,0.346758049630617
LTK,LMTK2,0.37009415043643634
LTK,LMTK3,0.371231723723106
STYK1,KIT,0.17610091536404154
STYK1,PDGFRA,0.20407257480814922
STYK1,PDGFRB,0.18267991649482573
STYK1,CSF1R,0.15240497878874948
STYK1,FLT3,0.14514732266892952
STYK1,FLT1,0.1661034219660038
STYK1,KDR,0.2106540538099641
STYK1,FLT4,0.16305310704070483
STYK1,TEK,0.13301087774042386
STYK1,TIE1,0.1628915821059281
STYK1,FGFR1,0.2202541819077585
STYK1,FGFR2,0.19581900242222033
STYK1,FGFR3,0.14154507893624588
STYK1,FGFR4,0.15559150013129905
STYK1,INSR,0.13672288227735874
STYK1,IGF1R,0.21463714143277376
STYK1,INSRR,0.159239366729615
STYK1,NTRK1,0.1776036118580443
STYK1,NTRK2,0.16177984253016983
STYK1,NTRK3,0.15602643679487987
STYK1,AXL,0.1692066808457726
STYK1,MERTK,0.17175135254608317
STYK1,TYRO3,0.1812398350207343
STYK1,DDR1,0.13450170912798354
STYK1,DDR2,0.1377612346675171
STYK1,RET,0.1656196033751236
STYK1,ROR1,0.12271854429096593
STYK1,ROR2,0.12323086618999654
STYK1,MUSK,0.09903973366277327
STYK1,AATK,0.37086550756640935
STYK1,EPHA1,0.34389917477695
STYK1,EPHA2,0.36710682593603594
STYK1,EPHA3,0.3834768504146583
STYK1,EPHA4,0.34258962876279986
STYK1,EPHA5,0.40702674065860944
STYK1,EPHA6,0.325054107566222
STYK1,EPHA7,0.3441709721515219
STYK1,EPHA8,0.36405235738146413
STYK1,EPHA10,0.3295336858928197
STYK1,EPHB1,0.36243092811346744
STYK1,EPHB2,0.34915864605739044
STYK1,EPHB3,0.34952652919250254
STYK1,EPHB4,0.33800455583442757
STYK1,EPHB6,0.3290067991331703
STYK1,ROS1,0.3742870460953852
STYK1,RYK,0.35419428528361796
STYK1,PTK7,0.3371173514316659
STYK1,SRC,0.39928673820628297
STYK1,YES1,0.3827024272394566
STYK1,FYN,0.38514765676238766
STYK1,LYN,0.3744651002898999
STYK1,LCK,0.36167087051939245
STYK1,HCK,0.36207977804723396
