trial,spearman_rho,top10_overlap,top20_overlap
330,0.9153346047185065,0.8,0.45
331,0.9897252453698685,0.8,0.45
332,0.9653752583604996,1.0,0.6
333,0.9580278353175188,0.9,0.85
334,0.9266181140386687,0.8,0.5
335,0.7519491073603725,0.7,0.45
336,0.9686246395839311,0.8,0.45
337,0.8049635912543799,0.8,0.45
338,0.912484336350223,0.8,0.45
339,0.9790955723882178,0.8,0.5
340,0.8851792409826146,0.8,0.45
341,0.9933527826957345,0.8,0.55
342,0.9783697197565161,0.8,0.4
343,0.9793139691399045,0.9,0.65
344,0.6697434453856002,0.2,0.25
345,0.9785087618304087,0.8,0.5
346,0.9586651674357196,0.9,0.5
347,0.7051533004048053,0.7,0.45
348,0.8432546770769774,0.8,0.45
349,0.7438567339530502,0.6,0.45
350,0.7624817690831031,0.8,0.45
351,0.8638250534266063,0.8,0.45
352,0.9946055812172369,0.8,0.7
353,0.8764387158930177,0.8,0.45
354,0.966149013075253,0.8,0.4
355,0.9118543941730511,0.8,0.5
356,0.9763679617982434,0.9,0.85
357,0.7086907578221171,0.4,0.45
358,0.7127129140014307,0.7,0.45
359,0.9315024346746427,0.8,0.6
360,0.8826707827448291,0.8,0.45
361,0.9742953841788735,0.8,0.75
362,0.9530624300615382,0.8,0.4
363,0.9522852457237398,0.8,0.45
364,0.9888428610811331,0.5,0.75
365,0.9739651174571828,0.8,0.4
366,0.945706344791986,0.9,0.8
367,0.960590992120103,0.8,0.4
368,0.9693184248665635,0.9,0.9
369,0.8633817486830104,0.8,0.45
370,0.9309609059753506,0.7,0.5
371,0.9983011063368056,1.0,0.9
372,0.9195754632520833,0.8,0.45
373,0.7052846103225591,0.7,0.45
374,0.9812891817037284,0.9,0.85
375,0.9431697382406152,0.8,0.45
376,0.771844200085546,0.8,0.45
377,0.9590919395656112,0.9,0.85
378,0.9681923567073372,0.9,0.7
379,0.97323782740994,0.8,0.4
380,0.926728677538979,0.8,0.55
381,0.8164951983101164,0.8,0.45
382,0.9183146889890147,0.8,0.45
383,0.8247686537594373,0.8,0.45
384,0.9454497495862415,0.9,0.55
385,0.9772808250872056,0.8,0.45
386,0.9673780806974277,0.8,0.4
387,0.9888874261932654,0.8,0.55
388,0.9885317400993325,0.8,0.65
389,0.9818283442246374,0.9,0.7
390,0.9660081162776558,0.8,0.85
391,0.9760160830342077,1.0,0.7
392,0.9325933818874184,0.8,0.75
393,0.9184790368615753,0.8,0.4
394,0.9828955112232446,0.8,0.5
395,0.8315384664512657,0.8,0.45
396,0.9549305068801107,0.8,0.5
397,0.995358702714523,1.0,0.85
398,0.8475736843163233,0.7,0.45
399,0.8491552142614873,0.8,0.5
400,0.9735693481109066,0.8,0.55
401,0.9275790878779655,0.6,0.4
402,0.8767059175255869,0.8,0.45
403,0.80912686558768,0.8,0.45
404,0.8880045481957223,0.8,0.45
405,0.8515819744325301,0.8,0.45
406,0.7957849432154828,0.8,0.45
407,0.7115099412153831,0.4,0.4
408,0.7007828936514561,0.3,0.3
409,0.7001901507424123,0.2,0.15
410,0.9997337118127844,0.9,0.95
411,0.7680844741411196,0.7,0.45
412,0.826062874132343,0.6,0.5
413,0.9571868018967032,0.8,0.45
414,0.8743614501881596,0.8,0.45
415,0.7003795785740846,0.6,0.45
416,0.9760047245560549,0.8,0.45
417,0.9424934703741213,0.9,0.85
418,0.8132943372864392,0.8,0.45
419,0.9558260954043685,0.8,0.4
420,0.7189876206317837,0.7,0.45
421,0.9924879903557955,1.0,0.9
422,0.948512227561631,0.8,0.8
423,0.7569509323737532,0.7,0.45
424,0.9310533653249917,0.8,0.55
425,0.9662361053263465,0.8,0.55
426,0.9958236805836193,1.0,0.85
427,0.934552343716687,0.8,0.4
428,0.7255277789650388,0.7,0.45
429,0.9125043271671645,0.8,0.4
430,0.9209431817917967,0.8,0.5
431,0.979831375223119,0.8,0.4
432,0.9500396251286769,0.8,0.55
433,0.7651276515317533,0.4,0.4
434,0.9295654132797296,0.8,0.4
435,0.9089981267664182,0.8,0.6
436,0.9052724779376375,0.8,0.45
437,0.9730704892647374,0.9,0.85
438,0.9402517045558101,0.8,0.8
439,0.9669985873035232,0.9,0.85
440,0.955564811926337,0.8,0.8
441,0.8962980970144384,0.8,0.45
442,0.9924680215810936,0.8,0.45
443,0.9719784147221644,0.8,0.4
444,0.7903172009226412,0.8,0.45
445,0.8269156349586267,0.8,0.45
446,0.9299555545697569,0.8,0.5
447,0.8853408843844539,0.8,0.45
448,0.8764977046621996,0.8,0.5
449,0.9710054775507161,0.9,0.8
450,0.9708623371146442,0.8,0.7
451,0.9551942308823841,0.9,0.55
452,0.7921582924359659,0.8,0.45
453,0.8938222530721424,0.8,0.45
454,0.9676351595248531,0.9,0.6
455,0.9786158708634547,0.8,0.4
456,0.9067249098477537,0.3,0.15
457,0.9771297330065919,0.8,0.4
458,0.744988369458967,0.8,0.45
459,0.9607340912736753,0.8,0.45
460,0.8303824436355977,0.8,0.45
461,0.7591121384762384,0.6,0.45
462,0.7395511252198133,0.4,0.4
463,0.9286935986184865,0.9,0.8
464,0.8674978070446666,0.8,0.45
465,0.8977360858404461,0.8,0.5
466,0.928861711417653,0.9,0.8
467,0.94890466927692,0.9,0.6
468,0.9647822959630529,0.8,0.55
469,0.9690119800151382,0.8,0.45
470,0.9471182176736205,0.8,0.8
471,0.8307083476750325,0.8,0.5
472,0.9774219714477866,0.8,0.45
473,0.9680507678207758,0.9,0.9
474,0.9427187732583572,0.8,0.55
475,0.9100157734453482,0.8,0.5
476,0.8939550667189546,0.8,0.55
477,0.980471855085216,0.8,0.8
478,0.957124220429263,0.9,0.85
479,0.9773589659474317,0.8,0.75
480,0.9699415500141378,1.0,0.6
481,0.9801713539797425,0.9,0.75
482,0.9621987476604427,0.8,0.4
483,0.9329504222714969,0.8,0.5
484,0.6811426639482309,0.2,0.2
485,0.9774691184907321,0.9,0.55
486,0.7904965722626872,0.8,0.45
487,0.9075763778406443,0.8,0.45
488,0.7585122196974082,0.6,0.45
489,0.9623276684235806,0.8,0.5
490,0.9610850577131493,0.9,0.6
491,0.9862762486904926,0.8,0.5
492,0.9732155664291169,0.9,0.75
493,0.970825837781023,0.8,0.4
494,0.8080048266751358,0.8,0.45
495,0.9777721710788404,0.8,0.4
496,0.9181125700576861,0.9,0.8
497,0.9756236342205704,0.8,0.4
498,0.98365895540022,0.8,0.45
499,0.9800984998946485,0.8,0.55
500,0.9274711276035135,0.8,0.45
501,0.9658821725244563,0.9,0.85
502,0.9759633460419361,0.8,0.4
503,0.954057073235048,0.9,0.8
504,0.9609974424258616,0.8,0.5
505,0.7100404622481059,0.3,0.35
506,0.9715750738665806,0.8,0.5
507,0.9428881054790506,0.8,0.55
508,0.7815856909222479,0.7,0.45
509,0.9796593432016701,0.8,0.4
510,0.8695431865951369,0.8,0.5
511,0.7735314449854999,0.8,0.45
512,0.8849728088706701,0.8,0.45
513,0.9817760891728592,0.8,0.6
514,0.9801699770869612,0.8,0.55
515,0.9712504860103688,0.9,0.8
516,0.8479181453063328,0.8,0.45
517,0.6466203098193316,0.1,0.25
518,0.9753589052416093,0.9,0.65
519,0.7586393935196575,0.7,0.45
520,0.9692404239185191,1.0,0.55
521,0.9922397598063875,0.8,0.5
522,0.9249283791128329,0.9,0.8
523,0.952301450132232,0.8,0.45
524,0.9964090673621884,0.8,0.6
525,0.9797952965600373,1.0,0.85
526,0.9775586503320746,0.9,0.85
527,0.7651023197680741,0.8,0.45
528,0.9729630658495788,0.8,0.55
529,0.9755550772514093,1.0,0.7
530,0.7150848726816236,0.4,0.45
531,0.9641924990553735,0.8,0.5
532,0.9550899352236671,0.8,0.45
533,0.9693071500742017,0.9,0.85
534,0.9149346624773934,0.8,0.6
535,0.9882458621518573,0.9,0.75
536,0.7375141960662557,0.7,0.45
537,0.9005994869003727,0.8,0.55
538,0.9791165523039621,0.9,0.75
539,0.9598105042483419,0.9,0.85
