trial,spearman_rho,top10_overlap,top20_overlap,w_centrality,w_essentiality,w_survival,w_druggability
57,0.9208132691278758,0.8,0.85,0.16326088842812359,0.3822927579407293,0.17922167735087527,0.27522467628027175
58,0.9584475449643989,0.9,0.8,0.3509807420438014,0.34802792169570346,0.12982315277504058,0.17116818348545465
59,0.9602749310614478,0.8,0.9,0.19261611410958385,0.35505957100095875,0.25888261039098825,0.19344170449846929
60,0.9839815615096514,1.0,0.95,0.26284871877389276,0.31539464616229046,0.2004909224160194,0.22126571264779743
61,0.9928880108655388,1.0,0.95,0.3110473252719618,0.2904624977849492,0.20304590850300028,0.19544426844008886
62,0.9810182327036259,1.0,0.95,0.28261211445601647,0.34297546376356186,0.1882245868193144,0.18618783496110727
63,0.8174754084866445,0.6,0.7,0.11618881412147393,0.10464301461984096,0.558090725504051,0.22107744575463426
64,0.8912129069432441,0.8,0.6,0.5355577771393767,0.15764833060633998,0.09042839119102564,0.21636550106325758
65,0.9844260608305553,1.0,0.9,0.29151613794425213,0.2770321913447886,0.30457646327822296,0.12687520743273623
66,0.9916368275918837,1.0,0.95,0.2692775683805898,0.27637053551610014,0.28179215363345983,0.17255974246985017
67,0.9676667901387002,0.9,0.9,0.2948118733598885,0.2824438161473069,0.1527832160192737,0.26996109447353084
68,0.8576614396839115,0.7,0.85,0.094185865542923,0.15209174147256208,0.420411085281116,0.33331130770339895
69,0.984607153146479,1.0,0.95,0.2288583181566948,0.28456546578821096,0.24802852807189504,0.23854768798319909
70,0.979141457793143,0.9,0.9,0.32457697237237293,0.2332930867649967,0.17829438345421267,0.26383555740841763
71,0.9719965427830596,0.9,0.9,0.22008421551660096,0.23287222361363064,0.3359966682764281,0.2110468925933403
72,0.9734946701238836,0.9,0.85,0.32213197557729095,0.11822318913831859,0.28434018859495147,0.275304646689439
73,0.9684405482158291,0.9,0.8,0.35952172395949616,0.18184842360188422,0.17825811167895664,0.2803717407596629
74,0.8243898423673703,0.7,0.75,0.12756690512393892,0.25897942843868366,0.12429368299670726,0.4891599834406702
